         137155898 function calls (137146730 primitive calls) in 54.512 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.010    0.003 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\httpx\_decoders.py:77(decode)
        3    0.003    0.001    0.010    0.003 {method 'decompress' of 'zlib.Decompress' objects}
      2/1    0.000    0.000    0.010    0.010 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\concurrent\futures\thread.py:165(submit)
      435    0.001    0.000    0.010    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\parser.py:273(parse_node)
      645    0.001    0.000    0.009    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\scanner.py:156(fetch_more_tokens)
        1    0.009    0.009    0.009    0.009 {method 'connect' of '_socket.socket' objects}
      358    0.000    0.000    0.009    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\parser.py:270(parse_block_node_or_indentless_sequence)
       80    0.000    0.000    0.007    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\contextlib.py:132(__enter__)
       60    0.000    0.000    0.007    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pydantic\_internal\_generate_schema.py:2520(get_schema_or_ref)
       30    0.000    0.000    0.007    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pydantic\_internal\_core_utils.py:77(get_type_ref)
      208    0.000    0.000    0.007    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\parser.py:427(parse_block_mapping_key)
       22    0.000    0.000    0.007    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\typing_extensions.py:1197(get_type_hints)
       34    0.000    0.000    0.007    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pkg_resources\__init__.py:1368(resource_exists)
       22    0.000    0.000    0.007    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\typing.py:2215(get_type_hints)
      266    0.001    0.000    0.006    0.000 c:\Users\habbo\.vscode\extensions\ms-python.debugpy-2024.14.0-win32-x64\bundled\libs\debugpy\_vendored\pydevd\pydevd.py:314(can_exit)
       68    0.000    0.000    0.006    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pkg_resources\__init__.py:414(get_provider)
  649/132    0.001    0.000    0.006    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\typing.py:407(_eval_type)
      132    0.000    0.000    0.006    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\typing.py:916(_evaluate)
     6220    0.003    0.000    0.006    0.000 C:\Users\habbo\Documents\GitHub\rogue-ai-gm/src\core\objects\entity.py:98(update)
     6629    0.006    0.000    0.006    0.000 {built-in method builtins.hasattr}
    190/5    0.001    0.000    0.006    0.001 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\serializer.py:78(serialize_node)
       68    0.000    0.000    0.006    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pkg_resources\__init__.py:1882(__init__)
      515    0.002    0.000    0.006    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\scanner.py:125(peek_token)
       24    0.000    0.000    0.005    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\reader.py:146(update)
       34    0.000    0.000    0.005    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pkg_resources\__init__.py:1388(resource_stream)
       10    0.001    0.000    0.005    0.001 {method 'settimeout' of '_socket.socket' objects}
     2461    0.001    0.000    0.005    0.000 C:\Users\habbo\Documents\GitHub\rogue-ai-gm/src\core\objects\enemy.py:100(get_random_direction)
       68    0.000    0.000    0.005    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pkg_resources\__init__.py:1886(_setup_prefix)
      355    0.000    0.000    0.005    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\scanner.py:668(fetch_plain)
      533    0.003    0.000    0.005    0.000 c:\Users\habbo\.vscode\extensions\ms-python.debugpy-2024.14.0-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_daemon_thread.py:108(new_threading_enumerate)
      311    0.002    0.000    0.005    0.000 C:\Users\habbo\Documents\GitHub\rogue-ai-gm/src\core\objects\player.py:217(draw)
    27/19    0.000    0.000    0.005    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pydantic\_internal\_generate_schema.py:2432(_extract_get_pydantic_json_schema)
      266    0.001    0.000    0.005    0.000 c:\Users\habbo\.vscode\extensions\ms-python.debugpy-2024.14.0-win32-x64\bundled\libs\debugpy\_vendored\pydevd\pydevd.py:1467(has_user_threads_alive)
      132    0.000    0.000    0.004    0.000 {built-in method builtins.eval}
  202/193    0.000    0.000    0.004    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\typing.py:392(inner)
     2507    0.001    0.000    0.004    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\random.py:341(choice)
      355    0.001    0.000    0.004    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\scanner.py:1270(scan_plain)
    44177    0.004    0.000    0.004    0.000 {method 'colliderect' of 'pygame.rect.Rect' objects}
     9301    0.004    0.000    0.004    0.000 C:\Users\habbo\Documents\GitHub\rogue-ai-gm/src\core\systems\dungeon_generator.py:250(find_nearest_wall)
55205/55183    0.004    0.000    0.004    0.000 {built-in method builtins.len}
        1    0.000    0.000    0.004    0.004 C:\Users\habbo\Documents\GitHub\rogue-ai-gm/src\core\systems\resource_manager.py:4(load_resources)
     5324    0.002    0.000    0.004    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\scanner.py:145(need_more_tokens)
      884    0.002    0.000    0.003    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\ntpath.py:236(split)
       44    0.000    0.000    0.003    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\typing.py:1269(__init__)
      267    0.001    0.000    0.003    0.000 c:\Users\habbo\.vscode\extensions\ms-python.debugpy-2024.14.0-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_utils.py:139(get_non_pydevd_threads)
      884    0.000    0.000    0.003    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pkg_resources\__init__.py:1868(_parents)
       34    0.000    0.000    0.003    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pkg_resources\__init__.py:1684(has_resource)
        2    0.000    0.000    0.003    0.002 C:\Users\habbo\Documents\GitHub\rogue-ai-gm/src\core\systems\dungeon.py:115(spawn_item)
     2703    0.003    0.000    0.003    0.000 C:\Users\habbo\Documents\GitHub\rogue-ai-gm/src\core\systems\dungeon.py:87(check_collision)
    37/28    0.000    0.000    0.003    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\typing.py:515(__getitem__)
     2488    0.001    0.000    0.003    0.000 C:\Users\habbo\Documents\GitHub\rogue-ai-gm/src\core\objects\statics.py:32(update)
     1198    0.003    0.000    0.003    0.000 {built-in method _thread.allocate_lock}
     6220    0.003    0.000    0.003    0.000 C:\Users\habbo\Documents\GitHub\rogue-ai-gm/src\core\systems\dungeon.py:80(is_blocked_tile)
    24501    0.002    0.000    0.002    0.000 {method 'append' of 'list' objects}
       44    0.000    0.000    0.002    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\typing_extensions.py:3029(_collect_parameters)
       34    0.000    0.000    0.002    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pkg_resources\__init__.py:1902(_has)
      2/1    0.000    0.000    0.002    0.002 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\concurrent\futures\thread.py:184(_adjust_thread_count)
      2/1    0.000    0.000    0.002    0.002 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\threading.py:975(start)
       34    0.002    0.000    0.002    0.000 {built-in method nt._path_exists}
       34    0.000    0.000    0.002    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pkg_resources\__init__.py:1911(get_resource_stream)
     9600    0.002    0.000    0.002    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pygame\sprite.py:155(add_internal)
     2530    0.002    0.000    0.002    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\random.py:242(_randbelow_with_getrandbits)
      190    0.000    0.000    0.002    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\emitter.py:232(expect_node)
    18663    0.002    0.000    0.002    0.000 {built-in method _bisect.bisect_right}
       93    0.000    0.000    0.002    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\emitter.py:395(expect_block_mapping_key)
     9653    0.002    0.000    0.002    0.000 {method 'get_rect' of 'pygame.surface.Surface' objects}
     9620    0.002    0.000    0.002    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pygame\sprite.py:114(__init__)
      622    0.002    0.000    0.002    0.000 C:\Users\habbo\Documents\GitHub\rogue-ai-gm/src\core\objects\player.py:210(update_afterimages)
     1190    0.001    0.000    0.002    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\threading.py:311(_acquire_restore)
    21429    0.002    0.000    0.002    0.000 {method 'random' of '_random.Random' objects}
      622    0.002    0.000    0.002    0.000 {built-in method pygame.key.get_pressed}
      2/1    0.000    0.000    0.002    0.002 <frozen importlib._bootstrap>:1349(_find_and_load)
  766/266    0.366    0.000    0.002    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\queue.py:154(get)
      2/1    0.000    0.000    0.002    0.002 <frozen importlib._bootstrap>:1304(_find_and_load_unlocked)
      383    0.001    0.000    0.002    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\scanner.py:1311(scan_plain_spaces)
       79    0.000    0.000    0.001    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\emitter.py:409(expect_block_mapping_simple_value)
      816    0.000    0.000    0.001    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pkg_resources\__init__.py:2670(_is_egg_path)
        7    0.000    0.000    0.001    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\constructor.py:54(construct_document)
     21/9    0.000    0.000    0.001    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pydantic\_internal\_generics.py:337(has_instance_in_type)
     2497    0.001    0.000    0.001    0.000 C:\Users\habbo\Documents\GitHub\rogue-ai-gm/src\core\objects\enemy.py:97(distance_to)
        1    0.000    0.000    0.001    0.001 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\httpx\_models.py:1035(extract_cookies)
     1606    0.001    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\threading.py:302(__exit__)
       16    0.000    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\typing.py:694(Union)
     1686    0.001    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\queue.py:209(_qsize)
     5439    0.001    0.000    0.001    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\scanner.py:279(stale_possible_simple_keys)
     2013    0.001    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\typing.py:2340(get_origin)
       12    0.000    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\typing.py:3046(Required)
    18663    0.001    0.000    0.001    0.000 {built-in method math.isfinite}
      165    0.000    0.000    0.001    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\emitter.py:266(expect_scalar)
      2/1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:911(_load_unlocked)
       40    0.000    0.000    0.001    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\parser.py:476(parse_flow_sequence_entry)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:993(exec_module)
      311    0.001    0.000    0.001    0.000 C:\Users\habbo\Documents\GitHub\rogue-ai-gm/src\core\objects\player.py:269(draw_health_bar)
       36    0.000    0.000    0.001    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\parser.py:402(parse_indentless_sequence_entry)
      534    0.001    0.000    0.001    0.000 c:\Users\habbo\.vscode\extensions\ms-python.debugpy-2024.14.0-win32-x64\bundled\libs\debugpy\_vendored\pydevd\pydevd.py:1709(notify_thread_created)
      645    0.001    0.000    0.001    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\scanner.py:752(scan_to_next_token)
     1020    0.001    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2288.0_x64__qbz5n2kfra8p0\Lib\ntpath.py:179(splitroot)
        1    0.000    0.000    0.001    0.001 C:\Users\habbo\Documents\GitHub\rogue-ai-gm/src\core\systems\dungeon.py:128(load_dungeon_settings)
      379    0.000    0.000    0.001    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\composer.py:88(compose_scalar_node)
      264    0.000    0.000    0.001    0.000 {built-in method builtins.issubclass}
     2488    0.001    0.000    0.001    0.000 C:\Users\habbo\Documents\GitHub\rogue-ai-gm/src\core\objects\statics.py:72(distance_to)
       58    0.000    0.000    0.001    0.000 C:\Users\habbo\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\yaml\constructor.py:410(construct_yaml_map)
